Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Age
854,80,RL,,12095,1,,0,Lvl,1,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1964,1964,Gable,CompShg,MetalSd,HdBoard,BrkFace,115.0,3,4,CBlock,3.0,3.0,Gd,3.0,564,1.0,0,563,1127,GasA,3,1,SBrkr,1445,0,0,1445,0,0,1,1,3,1,3,7,0,1,2.0,Attchd,1964.0,RFn,2,645,3.0,3.0,1,180,0,0,0,0,0,0.0,3.0,,0,8,2009,WD,Normal,158000,58
855,20,RL,102.0,17920,1,,1,Lvl,1,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,None,0.0,3,3,CBlock,3.0,3.0,Mn,5.0,306,3.0,1085,372,1763,GasA,3,1,SBrkr,1779,0,0,1779,1,0,1,1,3,1,3,6,0,1,4.0,Attchd,1955.0,Unf,2,454,3.0,3.0,1,0,418,0,0,312,0,0.0,0.0,,0,7,2006,WD,Abnorml,170000,67
856,20,RL,,6897,1,,0,Lvl,1,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,3.0,3.0,No,5.0,659,1.0,0,381,1040,GasA,5,1,SBrkr,1040,0,0,1040,1,0,1,1,3,1,3,6,0,0,0.0,Detchd,1962.0,Unf,1,260,3.0,3.0,1,0,104,0,0,0,0,0.0,0.0,,0,4,2010,WD,Normal,127000,60
857,80,RL,,10970,1,,0,Low,1,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,Plywood,HdBoard,None,0.0,3,3,CBlock,4.0,4.0,Gd,6.0,505,2.0,435,0,940,GasA,3,1,SBrkr,1026,0,0,1026,1,0,1,0,3,1,3,5,0,0,0.0,Detchd,1981.0,Unf,2,576,3.0,2.0,1,0,0,34,0,0,0,0.0,3.0,,0,10,2008,WD,Normal,147000,44
858,60,RL,65.0,8125,1,,1,Lvl,1,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4.0,3.0,No,1.0,0,1.0,0,702,702,GasA,4,1,SBrkr,702,779,0,1481,0,0,2,1,3,1,3,6,0,1,3.0,Attchd,1994.0,Fin,2,343,3.0,3.0,1,0,36,0,0,0,0,0.0,0.0,,0,3,2009,WD,Normal,174000,28
859,20,RL,80.0,10400,1,,1,Lvl,1,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,3,3,CBlock,4.0,3.0,No,1.0,0,1.0,0,1090,1090,GasA,3,1,SBrkr,1370,0,0,1370,0,0,2,0,3,1,3,6,0,1,3.0,Attchd,1976.0,RFn,2,479,3.0,3.0,1,0,0,0,0,0,0,0.0,3.0,,0,6,2009,WD,Family,152000,46
860,60,RL,,11029,1,,0,Lvl,1,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,3,3,CBlock,3.0,3.0,Mn,4.0,619,1.0,0,435,1054,GasA,3,1,SBrkr,1512,1142,0,2654,1,0,2,1,4,1,4,9,0,1,4.0,Attchd,1968.0,Unf,2,619,3.0,3.0,1,0,65,0,0,222,0,0.0,0.0,,0,8,2006,WD,Normal,250000,54
861,50,RL,55.0,7642,1,,1,Lvl,1,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,BrkTil,3.0,3.0,No,1.0,0,1.0,0,912,912,GasA,4,1,SBrkr,912,514,0,1426,0,0,1,1,3,1,4,7,0,1,4.0,Detchd,1925.0,Unf,1,216,3.0,3.0,1,0,240,0,0,0,0,0.0,4.0,,0,6,2007,WD,Normal,189950,104
862,190,RL,75.0,11625,1,,1,Lvl,1,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,5,4,1965,1965,Hip,CompShg,Plywood,HdBoard,None,0.0,3,3,PConc,3.0,3.0,Mn,4.0,841,1.0,0,198,1039,GasA,5,1,SBrkr,1039,0,0,1039,1,0,1,1,3,1,3,6,0,0,0.0,Attchd,1965.0,Unf,2,504,3.0,3.0,1,0,0,0,0,0,0,0.0,0.0,,0,4,2010,WD,Normal,131500,57
863,20,RL,81.0,9672,1,,1,Lvl,1,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,None,0.0,3,3,PConc,4.0,3.0,No,6.0,338,1.0,0,702,1040,GasA,3,1,SBrkr,1097,0,0,1097,0,0,2,0,3,1,3,6,0,0,0.0,Attchd,1986.0,Unf,2,480,3.0,3.0,1,0,0,0,0,0,0,0.0,4.0,,0,5,2010,WD,Normal,152000,38
864,20,RL,70.0,7931,1,,1,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,None,0.0,3,3,CBlock,3.0,3.0,No,4.0,1148,1.0,0,0,1148,GasA,3,1,SBrkr,1148,0,0,1148,1,0,1,0,3,1,3,6,0,0,0.0,Attchd,1959.0,Unf,1,672,3.0,3.0,1,0,0,0,0,0,0,0.0,4.0,,0,7,2009,WD,Normal,132500,63
865,20,FV,72.0,8640,1,,1,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5.0,3.0,No,1.0,0,1.0,0,1372,1372,GasA,5,1,SBrkr,1372,0,0,1372,0,0,2,0,3,1,4,6,0,0,0.0,Attchd,2008.0,Fin,2,529,3.0,3.0,1,0,140,0,0,0,0,0.0,0.0,,0,5,2008,New,Partial,250580,15
866,20,RL,,8750,1,,0,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,3,3,CBlock,3.0,3.0,No,4.0,828,1.0,0,174,1002,GasA,3,1,SBrkr,1002,0,0,1002,1,0,1,0,3,1,3,5,0,0,0.0,Detchd,1973.0,Unf,2,902,3.0,3.0,1,0,0,0,0,0,0,0.0,3.0,,0,8,2009,WD,Normal,148500,52
867,20,RL,67.0,10656,1,,0,HLS,1,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,274.0,4,3,PConc,4.0,3.0,Av,1.0,0,1.0,0,1638,1638,GasA,5,1,SBrkr,1646,0,0,1646,0,0,2,0,3,1,4,6,0,1,4.0,Attchd,2007.0,RFn,3,870,3.0,3.0,1,192,80,0,0,0,0,0.0,0.0,,0,11,2007,New,Partial,248900,16
868,20,RL,85.0,6970,1,,1,Lvl,1,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,3.0,No,5.0,932,1.0,0,108,1040,GasA,3,1,SBrkr,1120,0,0,1120,1,0,1,1,3,1,2,5,0,0,0.0,Attchd,1961.0,RFn,2,544,3.0,3.0,1,168,0,0,0,0,0,0.0,0.0,Shed,400,5,2007,WD,Normal,129000,61
869,60,RL,,14762,1,,0,Lvl,1,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,5,6,1948,1950,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,Slab,0.0,0.0,0,0.0,0,0.0,0,0,0,GasA,4,1,SBrkr,1547,720,53,2320,0,0,2,0,2,1,3,7,0,1,3.0,Attchd,1979.0,Unf,2,672,3.0,3.0,0,120,144,0,0,0,0,0.0,0.0,,0,5,2006,WD,Normal,169000,74
870,60,RL,80.0,9938,1,,1,Lvl,1,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,4,3,PConc,4.0,3.0,No,6.0,750,1.0,0,300,1050,GasA,5,1,SBrkr,1062,887,0,1949,1,0,2,1,3,1,4,8,0,1,3.0,Attchd,1993.0,Fin,2,574,3.0,3.0,1,156,90,0,0,0,0,0.0,4.0,,0,6,2010,WD,Normal,236000,29
871,20,RL,60.0,6600,1,,1,Lvl,1,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,No,1.0,0,1.0,0,894,894,GasA,4,0,SBrkr,894,0,0,894,0,0,1,0,2,1,3,5,0,0,0.0,Detchd,1962.0,Unf,1,308,3.0,3.0,1,0,0,0,0,0,0,0.0,0.0,,0,8,2009,WD,Normal,109500,60
872,60,RL,70.0,8750,1,,1,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,116.0,3,3,PConc,4.0,3.0,No,6.0,505,1.0,0,299,804,GasA,5,1,SBrkr,804,878,0,1682,0,0,2,1,3,1,4,7,0,0,0.0,Attchd,1998.0,RFn,2,523,3.0,3.0,1,0,77,0,0,0,0,0.0,0.0,,0,6,2010,WD,Normal,200500,24
873,20,RL,74.0,8892,1,,1,Lvl,1,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,1996,Gable,CompShg,WdShing,Wd Shng,None,0.0,4,3,Stone,3.0,3.0,Av,1.0,0,1.0,0,105,105,GasA,4,1,SBrkr,910,0,0,910,0,0,1,0,3,1,4,5,0,0,0.0,Attchd,1953.0,Unf,2,414,3.0,3.0,1,196,0,150,0,0,0,0.0,2.0,,0,10,2008,WD,Normal,116000,69
874,40,RL,60.0,12144,1,,1,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,CBlock,3.0,3.0,No,3.0,375,1.0,0,457,832,GasA,4,1,SBrkr,1036,0,232,1268,0,0,1,0,3,1,3,6,0,1,4.0,Attchd,1949.0,Unf,1,288,3.0,3.0,1,0,28,0,0,0,0,0.0,0.0,Othr,0,9,2009,WD,Normal,133000,73
875,50,RM,52.0,5720,1,,1,Lvl,1,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,No,1.0,0,1.0,0,676,676,GasA,5,1,SBrkr,676,455,0,1131,0,0,1,1,3,1,3,5,0,0,0.0,Detchd,1941.0,Unf,1,200,3.0,3.0,1,26,0,0,0,0,0,0.0,0.0,,0,8,2009,WD,Abnorml,66500,81
876,60,FV,75.0,9000,1,,1,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4.0,3.0,Av,6.0,64,1.0,0,1120,1184,GasA,5,1,SBrkr,1184,1426,0,2610,0,0,2,1,4,1,5,11,0,1,4.0,BuiltIn,2007.0,Fin,2,550,3.0,3.0,1,208,364,0,0,0,0,0.0,0.0,,0,8,2007,New,Partial,303477,15
877,20,RL,94.0,25286,1,,1,HLS,1,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,4,5,1963,1963,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,PConc,3.0,3.0,Gd,5.0,633,1.0,0,431,1064,GasA,4,1,SBrkr,1040,0,0,1040,1,0,1,0,3,1,3,5,0,0,0.0,Attchd,1963.0,Unf,2,648,3.0,3.0,1,0,0,0,0,0,0,0.0,0.0,,0,1,2007,WD,Normal,132250,59
878,60,RL,74.0,8834,1,,1,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,216.0,4,3,PConc,5.0,3.0,No,6.0,1170,1.0,0,292,1462,GasA,5,1,SBrkr,1462,762,0,2224,1,0,2,1,4,1,5,10,0,1,4.0,Attchd,2004.0,Fin,3,738,3.0,3.0,1,184,0,0,0,0,0,0.0,0.0,,0,6,2009,WD,Normal,350000,18
879,85,RL,88.0,11782,1,,0,Lvl,1,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,Av,5.0,899,1.0,0,210,1109,GasA,3,1,SBrkr,1155,0,0,1155,1,0,1,0,3,1,4,6,2,0,0.0,Detchd,1987.0,Unf,2,576,3.0,3.0,1,192,0,0,0,0,0,0.0,3.0,Shed,400,6,2010,WD,Normal,148000,61
880,20,RL,,7000,1,,0,Lvl,1,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,1978,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,90.0,4,4,CBlock,3.0,3.0,No,5.0,646,1.0,0,218,864,GasA,5,1,SBrkr,864,0,0,864,1,0,1,0,3,1,3,6,0,0,0.0,Attchd,1978.0,Unf,1,336,3.0,3.0,1,0,0,0,0,0,0,0.0,2.0,,0,7,2009,WD,Normal,136500,44
881,20,RL,60.0,7024,1,,1,Lvl,1,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5.0,4.0,No,5.0,980,1.0,0,110,1090,GasA,4,1,SBrkr,1090,0,0,1090,1,0,1,1,2,1,3,5,0,0,0.0,Attchd,2005.0,Fin,2,450,3.0,3.0,1,0,49,0,0,0,0,0.0,0.0,,0,6,2007,WD,Normal,157000,17
882,50,RL,44.0,13758,1,,0,Lvl,1,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1.5Fin,7,5,1990,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,117.0,4,4,CBlock,4.0,3.0,Mn,2.0,902,1.0,0,254,1156,GasA,5,1,SBrkr,1187,530,0,1717,0,0,2,1,3,1,4,7,0,1,3.0,Attchd,1990.0,RFn,2,400,3.0,3.0,1,168,36,0,0,0,0,0.0,0.0,,0,4,2007,WD,Normal,187500,32
883,60,RL,,9636,1,,0,Lvl,1,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,No,1.0,0,1.0,0,808,808,GasA,4,1,SBrkr,808,785,0,1593,0,0,2,1,3,1,3,7,0,1,3.0,BuiltIn,1993.0,RFn,2,389,3.0,3.0,1,342,40,0,0,0,0,0.0,3.0,,0,12,2009,WD,Normal,178000,30
884,75,RL,60.0,6204,1,,1,Bnk,1,Inside,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,4,5,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,PConc,3.0,2.0,No,1.0,0,1.0,0,795,795,GasA,3,0,SBrkr,954,795,481,2230,1,0,1,0,5,1,3,10,0,0,0.0,Detchd,1997.0,Unf,1,440,3.0,4.0,1,0,188,0,0,0,0,0.0,0.0,,0,3,2006,WD,Normal,118500,110
885,20,RL,65.0,7150,1,,1,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,3,3,CBlock,3.0,3.0,No,4.0,432,1.0,0,460,892,GasA,3,1,SBrkr,892,0,0,892,0,0,1,0,3,1,3,5,0,0,0.0,Attchd,1967.0,RFn,1,288,3.0,3.0,1,0,0,0,0,0,0,0.0,2.0,,0,7,2009,WD,Normal,100000,55
886,120,FV,50.0,5119,1,,0,Lvl,1,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,4,3,PConc,5.0,3.0,Av,6.0,1238,1.0,0,460,1698,GasA,5,1,SBrkr,1709,0,0,1709,1,0,2,0,2,1,4,5,0,1,3.0,Attchd,1999.0,Fin,2,506,3.0,3.0,1,97,65,0,0,0,0,0.0,0.0,,0,1,2008,CWD,Abnorml,328900,23
887,90,RL,70.0,8393,1,,1,Lvl,1,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1959,2005,Gable,CompShg,MetalSd,MetalSd,BrkFace,122.0,3,3,CBlock,3.0,3.0,No,2.0,528,1.0,0,1098,1626,GasA,5,1,SBrkr,1712,0,0,1712,0,0,2,0,4,2,3,8,0,0,0.0,Attchd,2005.0,Fin,2,588,3.0,3.0,1,272,54,0,0,0,0,0.0,0.0,,0,6,2006,WD,Family,145000,63
888,50,RL,59.0,16466,1,,0,Lvl,1,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,3.0,3.0,No,1.0,0,1.0,0,816,816,GasA,3,1,SBrkr,872,521,0,1393,0,0,1,1,3,1,3,8,0,0,0.0,Attchd,1955.0,Unf,1,300,3.0,3.0,1,121,0,0,0,265,0,0.0,0.0,,0,4,2008,WD,Normal,135500,67
889,20,RL,95.0,15865,1,,0,Lvl,1,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,8,6,1970,1970,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,4,4,PConc,3.0,4.0,Gd,5.0,351,3.0,823,1043,2217,GasA,5,1,SBrkr,2217,0,0,2217,1,0,2,0,4,1,4,8,0,1,3.0,Attchd,1970.0,Unf,2,621,3.0,3.0,1,81,207,0,0,224,0,0.0,0.0,,0,10,2007,WD,Normal,268000,52
890,20,RL,128.0,12160,1,,1,Lvl,1,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,4,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,90.0,3,3,CBlock,3.0,3.0,No,4.0,1024,1.0,0,481,1505,GasA,5,1,SBrkr,1505,0,0,1505,1,0,1,0,2,1,3,6,0,1,3.0,Attchd,1953.0,RFn,2,505,3.0,3.0,1,0,0,0,162,0,0,0.0,0.0,,0,2,2009,WD,Normal,149500,69
891,50,RL,60.0,8064,1,,1,Lvl,1,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,1949,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3.0,3.0,Mn,1.0,0,1.0,0,672,672,GasA,5,1,SBrkr,672,252,0,924,0,0,1,0,3,1,3,6,0,1,1.0,Detchd,2003.0,Unf,2,576,3.0,3.0,1,0,0,0,0,0,0,0.0,3.0,Shed,2000,7,2007,WD,Normal,122900,73
892,60,RL,70.0,11184,1,,1,Lvl,1,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,92.0,3,3,CBlock,3.0,3.0,No,2.0,226,3.0,500,192,918,GasA,4,1,SBrkr,918,765,0,1683,0,0,2,1,3,1,3,7,0,1,3.0,Attchd,1978.0,RFn,2,440,3.0,3.0,1,243,0,0,0,0,0,0.0,0.0,,0,7,2009,WD,Normal,172500,44
893,20,RL,70.0,8414,1,,1,Lvl,1,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,8,1963,2003,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,No,6.0,663,1.0,0,396,1059,GasA,3,1,SBrkr,1068,0,0,1068,0,1,1,0,3,1,3,6,0,0,0.0,Attchd,1963.0,RFn,1,264,3.0,3.0,1,192,0,0,0,0,0,0.0,3.0,,0,2,2006,WD,Normal,154500,59
894,20,RL,,13284,1,,1,Lvl,1,Inside,Gtl,Sawyer,PosN,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,3,PConc,4.0,3.0,Mn,4.0,1064,1.0,0,319,1383,GasA,3,1,SBrkr,1383,0,0,1383,1,0,1,0,3,1,3,6,0,1,4.0,Attchd,1954.0,Unf,1,354,3.0,3.0,1,511,116,0,0,0,0,0.0,4.0,,0,6,2008,WD,Normal,165000,68
895,90,RL,64.0,7018,1,,1,Bnk,1,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,Slab,0.0,0.0,0,0.0,0,0.0,0,0,0,GasA,3,1,SBrkr,1535,0,0,1535,0,0,2,0,4,2,3,8,0,0,0.0,Attchd,1979.0,Unf,2,400,3.0,3.0,1,0,0,0,0,0,0,0.0,0.0,,0,6,2009,WD,Alloca,118858,43
896,60,RL,71.0,7056,1,,1,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,415.0,3,3,CBlock,3.0,3.0,No,4.0,400,1.0,0,380,780,GasA,3,1,SBrkr,983,813,0,1796,1,0,1,1,4,1,3,8,0,1,3.0,Attchd,1963.0,RFn,2,483,3.0,3.0,1,0,50,0,0,0,0,0.0,0.0,,0,10,2008,WD,Normal,140000,59
897,30,RM,50.0,8765,1,0.0,1,Lvl,1,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,No,5.0,285,1.0,0,666,951,GasA,5,0,SBrkr,951,0,0,951,0,0,1,0,2,1,3,6,0,0,0.0,Detchd,1936.0,Unf,1,327,3.0,3.0,1,0,28,0,0,0,0,0.0,0.0,,0,4,2006,WD,Abnorml,106500,86
898,90,RL,64.0,7018,1,,1,Lvl,1,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,Slab,0.0,0.0,0,0.0,0,0.0,0,0,0,GasA,3,1,SBrkr,1120,1120,0,2240,0,0,2,0,6,2,3,12,0,0,0.0,Detchd,1979.0,Unf,2,528,3.0,3.0,1,154,0,0,0,0,0,0.0,0.0,,0,6,2009,WD,Alloca,142953,43
899,20,RL,100.0,12919,1,,0,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,Stone,760.0,5,3,PConc,5.0,3.0,Gd,6.0,2188,1.0,0,142,2330,GasA,5,1,SBrkr,2364,0,0,2364,1,0,2,1,2,1,5,11,0,2,4.0,Attchd,2009.0,Fin,3,820,3.0,3.0,1,0,67,0,0,0,0,0.0,0.0,,0,3,2010,New,Partial,611657,13
900,20,RL,65.0,6993,1,,1,Lvl,1,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1961,1994,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3.0,3.0,No,4.0,465,1.0,0,447,912,GasA,3,1,SBrkr,1236,0,0,1236,0,0,1,0,3,1,3,6,0,1,3.0,Attchd,1961.0,Unf,1,288,3.0,3.0,1,0,0,0,0,0,0,0.0,0.0,,0,6,2006,WD,Normal,135000,61
901,20,RL,,7340,1,,0,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,No,5.0,322,1.0,0,536,858,GasA,3,1,SBrkr,858,0,0,858,0,0,1,0,2,1,3,4,0,0,0.0,Detchd,1979.0,Unf,1,684,3.0,3.0,1,0,0,0,0,0,0,0.0,0.0,,0,6,2007,WD,Normal,110000,51
902,20,RL,64.0,8712,1,,0,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,2000,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3.0,3.0,Mn,4.0,860,1.0,0,132,992,GasA,3,1,SBrkr,1306,0,0,1306,1,0,1,0,2,1,3,5,0,0,0.0,Detchd,1968.0,Unf,1,756,3.0,3.0,1,0,0,0,0,0,0,0.0,0.0,,0,5,2009,WD,Normal,153000,65
903,60,RL,63.0,7875,1,,1,Lvl,1,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,No,1.0,0,1.0,0,783,783,GasA,5,1,SBrkr,807,702,0,1509,0,0,2,1,3,1,4,8,0,1,4.0,Attchd,2003.0,Fin,2,393,3.0,3.0,1,0,75,0,0,0,0,0.0,0.0,,0,7,2006,WD,Normal,180000,19
904,20,RL,50.0,14859,1,,0,HLS,1,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,27.0,4,3,PConc,4.0,3.0,No,1.0,0,1.0,0,1670,1670,GasA,5,1,SBrkr,1670,0,0,1670,0,0,2,0,3,1,4,7,0,1,4.0,Attchd,2006.0,RFn,3,690,3.0,3.0,1,144,60,0,0,0,0,0.0,0.0,,0,8,2006,New,Partial,240000,16
905,20,RL,,6173,1,,0,Lvl,1,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,75.0,3,3,CBlock,3.0,3.0,No,6.0,599,1.0,0,277,876,GasA,3,1,SBrkr,902,0,0,902,0,0,1,0,3,1,3,6,0,0,0.0,Attchd,1967.0,Unf,1,288,3.0,3.0,1,0,0,0,0,0,0,0.0,3.0,,0,8,2007,WD,Normal,125500,55
906,20,RL,80.0,9920,1,,1,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,110.0,3,3,CBlock,3.0,3.0,No,3.0,354,2.0,290,412,1056,GasA,3,1,SBrkr,1063,0,0,1063,1,0,1,0,3,1,3,6,0,0,0.0,Attchd,1954.0,RFn,1,280,3.0,3.0,1,0,0,164,0,0,0,0.0,3.0,,0,2,2010,WD,Normal,128000,68
907,20,RL,116.0,13501,1,,0,Lvl,1,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,208.0,4,3,PConc,4.0,3.0,No,6.0,63,1.0,0,1560,1623,GasA,5,1,SBrkr,1636,0,0,1636,1,0,2,0,3,1,4,8,0,1,4.0,Attchd,2006.0,RFn,3,865,3.0,3.0,1,0,60,0,0,0,0,0.0,0.0,,0,6,2007,WD,Normal,255000,16
